﻿X,Y,name
20.8126344,41.1242158,Kiosk
21.3194827,41.0244995,Џеко
21.4425065,42.0077581,Солунска
21.5043477,41.9939066,Кам Маркет
21.5045452,41.9947806,Hedi's Market 657
21.5040709,41.9957633,Фурна Облат
21.5043707,42.0036376,Стокомак
21.5046482,42.0042015,Дали-Пом
20.90945,41.792788,Рекорд
20.9075658,41.7938913,Mediteran Çay Evi
20.8884597,41.8539722,Аграр Топлица
21.5851057,41.9913718,Дарксофт Компјутери
21.0115591,41.0891716,Сагар
21.0119661,41.0895488,Слаткарница
21.0132578,41.0908908,Мини зеленчук и овошје
20.8000105,41.1135156,Zhito Leb
20.8012709,41.1132188,Вегера
20.800094,41.115841,Bakery
20.8022026,41.1167063,Zhito Leb
22.460489,41.637701,Karpos
22.464603,41.63414,Makedonija (Sus mus)
22.464821,41.634101,Matej
22.46124,41.63896,Makedonija (Sus mus)
22.1921685,41.7384084,Сокак
22.2420807,41.4091129,Sani
22.2436716,41.4097893,Пиљaрa Пaмпи
21.4025784,41.9930311,Спаткарница Канела Прима
21.4033892,41.9952408,Струмички лубеници - Watermelons
21.4095619,41.9958268,Златен Клас
21.4086921,41.996888,Скара на кило
21.4308935,41.986975,Вегера
21.4314029,41.9870802,Tony's Bakery
21.4360635,41.9858897,ДА МИ
21.4367041,41.9874058,Evropa - Centar 2
21.4328019,41.9947174,Bakal bakery Cafe
21.4338499,41.9944492,Evropa - Centar 3
21.432686,41.9953181,Breadway Bakery
21.4329109,41.995252,A&M Bakery
21.4357066,41.9994752,Rigara
21.4373116,42.0016383,Турска баклава „Ангела Меркел“
21.4386895,42.0021614,Evropa - Cair
21.4524338,41.987517,Бомбоњера Кики
21.4546638,41.988117,ваташа
21.3162182,41.9923852,Ta2
21.4940611,41.9978855,ТПД Керол
21.4638361,41.9991135,Evropa - Gazi Baba
21.4607538,42.0034245,Млечен Ресторан Исидора-Даниел
21.4615578,42.0096126,Ива
20.9567958,41.9916843,Баукон Бауцентар
20.9601059,41.9925841,Midpoint
20.9810165,41.9947408,G8
20.9901972,42.005498,Eni Sweet Shop
21.0823552,42.1025828,Mlin Dobroste
21.3717776,42.003998,Krofnite od Hrom
21.3732237,42.0043208,Kam market
21.411622,41.995732,Канела
21.4155593,42.0038171,Koki
21.388728,41.9945528,Mak Reform Market
21.3945748,41.9949944,Stokomak
21.3946356,41.9993115,TED
21.3900483,42.0009355,Специјал - Тафталиџе
21.3871902,42.0039263,Палма
21.3818221,42.0058308,Ралекс Маркет
21.3836919,42.0074692,Special
21.3229071,41.9949146,Ta2 Gold Market
21.322989,41.9961066,Ta2
21.3246903,41.9972876,Ta2
21.3252696,41.99775,Ta2
21.3263168,41.9986909,Ta2
21.3268253,41.9991055,Ta2
21.3268682,42.0000224,Ta2
21.3266966,42.0002456,Ta2
21.3276407,41.9997513,Ta2
21.32866,41.9998709,Ta2
21.3317928,42.0030999,Ta2
21.3515425,42.0021431,Алекса Демниевски 25
21.4224587,41.9917448,Evropa - Centar 4
21.4245297,41.9947907,Pastel
21.4246696,41.9971292,Alkoteka
21.426528,41.9993974,Агровита МК
21.4268596,42.0003611,Жито Леб
21.4172538,41.9995856,Специјал (Универзална Сала)
21.4174292,42.0001055,Силбо Фурна
21.4182312,41.9983382,Cake Boutique
21.4201393,41.9993939,Вршник
21.4229234,41.998251,Диман
21.4227365,41.9983386,Ла Делишес
21.4387505,41.9834992,Бурекџилница Круна
21.4453672,41.991182,Burek
21.4455764,41.9913694,Slatki burek
21.4190732,41.9895094,Mini Market Non-Stop
21.4197865,41.9898813,Жито
21.4205283,41.9904388,Sveti Nikole
20.6098044,41.355238,Mapket
22.589873,42.0204996,Kid Go
22.5887511,42.0239695,Balkanluks
22.5886559,42.0245995,Paket Market
21.4148494,42.0062031,Slast
