X,Y,name
20.8127862,41.1096865,Discount Tinex
20.8130481,41.1095503,Tinex ohrid 2
20.8144718,41.117125,????
20.8141538,41.1177316,Marando ohrid
20.8223449,41.121722,Don Market
20.81112,41.12286,Tinex
20.7815067,41.1219875,Tamaro
20.7829591,41.1232307,Skor
22.1881355,41.7356982,??? ??????
22.1920509,41.7368407,??????
22.1927503,41.7369788,??? ??????
22.1931572,41.7371532,KAM
22.1941597,41.7344453,????
22.198854,41.7354588,???-??
20.6117918,41.2633703,Fej-Daf kompani (magacin)
20.5958701,41.2683315,???????? 2016 (2)
20.5948705,41.2690711,???????? 2016
20.6507625,41.1507147,Market E-Komerc
20.6700275,41.1769513,Ramstore struga marshal tito
20.6725904,41.1770395,KAM Stores
20.6724827,41.1841703,GEGA STRUGA
20.6775173,41.180146,Tinex struga
20.6788926,41.1815124,?????????
20.6807065,41.1810013,Tinex struga 1
20.680569,41.1810562,??????
21.3311181,41.3368744,IGA Market
21.5390029,41.3387449,Viktorija tabako magacin
21.5400419,41.3384652,Aliansa
21.5587427,41.3386149,Zito market
20.9745375,41.8379549,???? ??????
20.9771116,41.8428299,???? ????
20.9771137,41.842915,Nusreti Magjik
21.5490679,41.3502361,Fotura 13
21.1759614,41.2327283,Supermarket
21.3012831,41.0318267,Market Andzhela
21.3089047,41.02582,MARKET IN
21.3211694,41.024414,????
21.3228577,41.0320861,BEKOM
21.3251151,41.0235893,???
21.3323992,41.025063,?????
21.3294655,41.0300125,???
21.3366299,41.0255458,Cinnamon
21.3368232,41.0251856,??????
21.3437147,41.0158544,?????
21.0080887,41.0847569,MitOil
21.0133908,41.0852775,??????
21.0134783,41.0852468,??? ?????
21.0151314,41.0857428,KAM market
21.0129214,41.0867663,????? ?????
21.0230743,41.0830492,?????????
21.0114252,41.0890885,???? ?????
21.0135953,41.0906153,???????? ??????????
21.0117196,41.0977968,?????????
20.8603725,41.8782782,??????
20.9521843,41.5083266,Maxi Market
20.9511304,41.5115584,Atva
20.9617477,41.5194929,Dukla kicevo
20.9627409,41.5126349,Ramstore
20.9077023,41.7907152,Kultura gostivar
20.907855,41.79495,boss
21.3165363,41.8005071,They do not sell beer here!
20.8840178,41.8300832,SELO
20.8856596,41.8398833,Kiper
20.8857735,41.8411753,IDEAL
20.9153603,41.9223711,?????
21.7058314,42.139421,STC Supermarket 1
21.7077221,42.1386079,STC Supermarket 2
21.7316379,42.1186471,Kima kumanovo
21.7318363,42.1202041,Super Srk
21.7334993,42.1210556,Paket Market
21.7171816,42.1298987,Goran daniel kumanovo
21.7166312,42.130618,Kane kumanovo
21.7295036,42.1244911,Mar-bo kumanovo
21.7187075,42.135562,Tinex kumanovo
21.7192467,42.1364753,???????
21.7280094,42.1336226,Kjosar
21.7283162,42.1328773,Elida
21.7272851,42.1371766,???
21.7248163,42.1388936,?? ??????
21.7350929,42.1330452,??????
21.7318897,42.1388559,Steki prom kumanovo
21.7555938,42.1060671,Nami kom kumanovo
21.7414395,42.1448318,Centrobiznis 3 kumanovo
21.7333698,42.1558735,Centrobiznis 2 kumanovo
21.7348131,42.1576319,Stef kri kumanovo
21.742493,42.1581571,Centrobiznis 1 kumanovo
21.449974,42.0528304,??????
21.4512558,42.0560288,??? ??????
22.5901778,42.0226888,Kiosque
21.411176,41.9903083,Tinex
21.4154047,42.003633,?????? ??????
21.2883984,42.1584766,Alba market
21.2960705,42.1453835,Hit market
21.3003579,42.1488866,Shell
21.2965102,42.150372,NTP Atlas
21.298663,42.150401,Luta
21.298336,42.1510536,Gimi
21.2980138,42.1511208,NTP Besa
21.1170108,42.0530902,heppi dmj
21.2162734,41.5131208,????????????
21.2164115,41.5139095,Filipos
22.7795045,41.9700177,????? ????
22.7774987,41.971385,???-?? ???????????
22.7820669,41.9694518,??????
22.7828039,41.9697285,?????
21.4533122,41.974857,????? ??????
21.4722684,41.9720378,??? ??????
21.4835448,41.9772072,?????
21.4851324,41.9781331,????
21.3914204,42.0017143,??? ?????? ?????????
21.5033827,42.0046326,???? ??????
21.5104508,42.011324,??????
21.5139779,42.0277156,??????
21.4757273,41.9984456,Stokomak Magacin
21.4807491,41.9924494,?????? ????
21.4808389,41.9936664,???? 10
21.4816036,41.9930299,24 ?????
21.482026,41.993612,????????
21.4826856,41.992571,???
21.4838961,41.9916124,???? 10 ??????
21.483821,41.9973587,????????????
21.4623331,42.0026311,??? ??????
21.4610918,42.0110894,Zito zelezara
21.4649937,41.9839638,???????
21.4674517,41.9854287,??? ??????
21.4675141,41.9866616,???? ??????
21.4691912,41.9898103,M Market
21.4416628,42.0248127,??? ??????
21.4383256,41.9813069,??????
21.4403011,41.9823773,????
21.4439477,41.9817349,KAM
21.4414652,41.9930392,???? 9
21.441556,41.993327,DM
20.9251687,41.9424416,Saufa
20.9269285,41.9411401,Market Beni
20.9278787,41.9428509,Daman
20.9297959,41.948539,Jeta e Re
22.3361083,42.2071017,Paket Market / ????? ??????
22.3109725,42.1924425,??? ??????
22.3133431,42.1932292,????
22.3297009,42.201126,BE Market
22.3328574,42.1999647,????? ??????
22.3345615,42.2017976,???????? ??-??
22.3354896,42.2051708,Antiva k.palamka
22.3360401,42.2054613,Zegin Healty Food
21.4350123,42.0197651,Prince
21.4371996,42.0236333,????? ??????
21.4371972,42.0239903,????? ???
20.7956734,41.1191635,KAM Supermarket
20.7998326,41.1130654,Ramstore
20.7999894,41.1132251,Tinex
20.8005859,41.1159611,TOP Market
20.7980605,41.1171328,DON
20.7362141,41.6504797,????
20.7337561,41.6613792,???
20.7571924,41.7017221,?????? ??? ?????
20.7576254,41.7020962,Pomahop Kom
21.4345769,41.9947502,???? 7
21.4282631,41.9888431,??? ??????
21.4323628,41.9810056,??? ??????
21.4306785,41.9867649,Market Polo
21.4323528,41.9896032,TINEX
21.4370214,41.9925332,Tinex
21.3610348,42.0094581,PAMS Shoe Store 1
21.3634616,42.0070862,?????? ????? ??????
21.3649348,42.0068279,SP Planet
21.3704929,42.0075655,Reptil
21.356581,42.0197432,Market Kiki
21.350659,42.0245187,???
21.4559686,41.9879681,Ramstore
21.4548174,41.9897519,??????
21.4266878,41.9919017,???????
21.428608,41.9935136,??????????? ??????
21.4276669,41.9964763,?????? ?????? 2
21.3989021,42.0034268,????? ??????
21.4001181,42.0068382,Granap 1
21.4718709,41.980756,??? ??????
21.4751092,41.9799627,??????
21.4752382,41.9801204,?????? ??????
21.4764231,41.9794894,???????
21.4688286,41.9845218,????
21.4838698,41.9844445,???????
21.4030546,42.0002255,???? ?????
21.4447803,41.9761657,??????
22.1883931,41.992143,Boston probistip
21.4121462,42.0005257,??????
21.4111987,42.0056203,Granap Market
22.462735,41.632422,Kit Go
22.464756,41.633188,Sloga
22.464931,41.63324,Kam
22.46471,41.634405,Makom
22.466431,41.635403,Kit Go
22.463585,41.63606,Paket market
22.461591,41.637992,Rial
22.464258,41.637826,Makom
22.4745101,41.632333,Paket market 30
22.4600772,41.6388824,Kit-Go 5 Market
22.4630364,41.6393884,Kit Go
22.0923577,41.4874572,??????????? ??????
22.1994658,41.7448996,??? ??????
22.1989152,41.7490662,nada merkur
22.2063963,41.7527176,Trakom Market Duzlak Stip
22.2036689,41.7813247,Set union Karaorman
22.3865111,41.9035531,Top bazar kocani
22.4103982,41.918086,Hipo
22.4098806,41.9226323,Zito Market
22.5004347,41.8866184,Mak Progres
22.5041576,41.8853963,Zito
21.4159259,41.993198,Gramofon Vinyl Macedonia Makedonija
21.5492167,41.3414029,????
21.5507134,41.3441972,???
21.5508426,41.3446569,Tinex
22.1959542,41.7384118,?????????
22.1984795,41.7416455,???
22.0148515,41.4227366,Dijana
22.0115983,41.4333208,Kit-go market
22.0116689,41.4332966,MaxiD
22.0125082,41.4336677,Tinex
22.0107461,41.4377707,MA-GO Prom
22.010536,41.4390428,KAM City
22.0089787,41.4394773,DTS Market  Silvana & Dobri
22.009204,41.439429,Bako&Stojna
22.0098397,41.439984,TD
22.0104271,41.4409129,TD - supermarket
22.010596,41.4413205,Diana 8
22.0106513,41.4413948,Dijana
21.7658016,41.7143048,Pet Shop K-M br.1
21.761961,41.7175431,???
21.7836811,41.7165792,Pet Shop K-M  br.2
