?X,Y,name
21.4282008,41.9960837,???????? ???????
21.4301301,41.9957324,?????? ??????
21.4302915,41.9952825,????????
21.4308204,41.9955477,??????
21.4302534,41.9957302,London Pub
21.4304595,41.9957062,?????
21.4310013,41.9952414,Caffe Skopje
21.4307036,42.0047876,??? ????
21.1755333,41.2330427,????
21.334101,41.0273541,Cocktail Bar - Uno Mars
21.3352456,41.0275558,?????? ?????
21.331219,41.0309947,?????? ????
21.3337145,41.0286733,????? ???
21.3353453,41.0296756,SM-Sport
21.3367381,41.0240108,??????
21.3365737,41.0246534,Internet Club Alex
21.3365818,41.0247991,Globaltech
21.337129,41.0248295,Cafe Bar Touch
21.3368286,41.0256207,???????? ???
21.3366193,41.0257036,Art Caf?
21.3363912,41.0275814,???? ??????
21.3412151,41.0236829,??????? ????????
21.3356597,41.0287588,Dante
21.3356564,41.0295644,Pizza Metro
21.3528594,41.036449,??????
21.3533345,41.0364578,?????
21.3539109,41.036449,??????
21.4520444,41.9826324,Gala Kujna
21.4559701,41.9815585,?????
21.4519243,41.9874698,?????????? ????? ????
21.4520843,41.9883207,???????????
21.4531813,41.9877171,?????????? ????
21.4534598,41.9885844,?????
21.4492023,41.9899769,???? ???
21.4504664,41.9915282,Red Caffe
21.4522729,41.9914536,Every Day
21.4542682,41.9901685,???????? ????????
22.1490217,41.1330504,Kapetanova Tsesma
22.2108324,41.1690988,??????? ??????
22.1994416,41.1775397,?????? ????
21.4597832,41.9896275,Fast food 7
21.4667276,41.9856123,Campione lounge Bar
21.4670662,41.9856161,"???????? ""????"""
21.4661426,41.9859376,DejaVu Lounge
21.4630555,41.9882627,????????
21.4634495,41.9892217,????????
21.4635675,41.9893772,?????????? ????
21.4633394,41.9914306,???????? ????????
21.4640869,41.9913259,?'?? ?? ???
21.4655483,41.9915744,?????? ???????
21.4661079,41.9937893,Bar
21.2151321,41.5065603,Cardak
21.2163903,41.5067247,???? ??? ?
21.2166228,41.5068787,??? ????
21.2168806,41.5069813,First
21.2170194,41.5070382,Lisec
21.2160292,41.5081589,Kaj Mame
21.2185145,41.5075708,?????
21.2166302,41.5121022,?????? ???????? ?????
21.2165604,41.5133537,Kardinal
21.2442677,41.541066,?????
21.2494143,41.545315,????? ???? ?????
21.2205193,41.6150472,?????
21.5383181,41.350405,???????
21.5493787,41.350337,??????? ?????
21.5493109,41.3505012,???
21.4700306,41.591053,????? ????
21.2481885,41.3682156,???? ??????
21.2483529,41.3679722,Re-Publik
21.2485747,41.368101,Skar
21.2486257,41.3681312,Beneton
21.2487033,41.3681712,Coffee bar Ljubov
21.2484945,41.3683487,Club Planet
21.2491145,41.3678039,Restaurant Shape
